gene,SS0124_S14,SS0126_S16,SS0122_S12,SS0127_S17,SS0123_S13,SS0125_S15
NODE_41099_length_266_cov_29.284360_1,68,0,0,8,0,0
NODE_41144_length_266_cov_2.729858_1,29,0,0,24,0,0
NODE_41722_length_266_cov_0.909953_1,1,191,105,1,329,548
NODE_42144_length_265_cov_861.271429_1,876,0,0,762,0,0
NODE_42146_length_265_cov_290.547619_1,28,128,68,12,142,52
NODE_42147_length_265_cov_287.423810_1,5995,2,0,9056,0,11
NODE_42153_length_265_cov_50.528571_1,183,0,26,87,0,28
NODE_42154_length_265_cov_45.357143_1,248,52,26,281,169,564
NODE_42157_length_265_cov_38.347619_1,33,10,0,19,6,2
NODE_42228_length_265_cov_2.704762_1,0,283,105,2,298,212
NODE_42385_length_265_cov_1.804762_1,0,273,116,0,447,444
NODE_42505_length_265_cov_1.238095_1,6,1352,541,0,959,812
NODE_43168_length_264_cov_191.435407_1,86,2,0,50,0,0
NODE_43229_length_264_cov_2.755981_1,0,167,58,0,192,284
NODE_43306_length_264_cov_1.837321_1,0,137,54,0,108,187
NODE_43484_length_264_cov_1.373206_1,0,188,151,0,205,257
NODE_43549_length_264_cov_1.052632_1,0,14,18,16,59,72
NODE_43747_length_264_cov_0.918660_1,0,187,118,2,197,213
NODE_44209_length_263_cov_164.596154_1,4,0,0,0,0,0
NODE_44212_length_263_cov_138.735577_1,166,0,0,79,0,0
NODE_44215_length_263_cov_81.600962_1,39,0,0,4,0,0
NODE_44217_length_263_cov_53.447115_1,40,0,0,20,2,0
NODE_44222_length_263_cov_27.903846_1,98,10,0,24,1,0
NODE_44258_length_263_cov_2.769231_1,0,236,49,0,251,196
NODE_44512_length_263_cov_1.370192_1,0,1214,761,0,1518,1662
NODE_44528_length_263_cov_1.322115_1,0,14,18,0,32,48
NODE_45158_length_262_cov_1251.420290_1,238,0,0,120,2,0
NODE_45159_length_262_cov_972.198068_1,1051,0,0,845,0,0
NODE_45162_length_262_cov_166.043478_1,67,0,0,62,6,6
NODE_45163_length_262_cov_165.483092_1,2,2,0,0,2,2
NODE_45165_length_262_cov_151.217391_1,53,0,2,0,28,4
NODE_45167_length_262_cov_97.628019_1,24,0,0,12,0,0
NODE_45171_length_262_cov_69.710145_1,201,135,88,15,175,177
NODE_45172_length_262_cov_56.826087_1,16,0,0,16,0,0
NODE_45204_length_262_cov_4.362319_1,30,0,2,34,2,0
NODE_45245_length_262_cov_2.753623_1,0,674,241,0,333,326
NODE_45695_length_262_cov_0.927536_1,0,51,10,0,79,72
NODE_46132_length_261_cov_179.679612_1,71,1,16,24,24,6
NODE_46133_length_261_cov_166.024272_1,21,8,0,0,2,26
NODE_46134_length_261_cov_119.368932_1,90,0,0,1,0,0
NODE_46135_length_261_cov_119.033981_1,534,201,160,331,60,161
NODE_46136_length_261_cov_112.058252_1,548,0,0,234,0,0
NODE_46137_length_261_cov_91.689320_1,205,0,0,91,0,0
NODE_46140_length_261_cov_64.631068_1,58,12,0,48,2,16
NODE_46212_length_261_cov_2.325243_1,0,1237,466,12,1538,1636
NODE_46252_length_261_cov_1.864078_1,0,24,12,0,50,64
NODE_46349_length_261_cov_1.621359_1,0,136,44,0,90,113
NODE_46384_length_261_cov_1.398058_1,2,2194,161,0,595,582
NODE_46385_length_261_cov_1.398058_1,0,307,101,0,228,473
NODE_46414_length_261_cov_1.349515_1,0,301,95,0,548,629
NODE_46769_length_261_cov_0.927184_1,6,1,0,0,53,40
NODE_47001_length_260_cov_204.375610_1,111,2,16,38,10,2
NODE_47006_length_260_cov_83.390244_1,50,0,1,0,34,4
NODE_47023_length_260_cov_9.053659_1,0,6,0,0,63,3
NODE_47059_length_260_cov_2.736585_1,0,13,6,6,16,61
NODE_47143_length_260_cov_1.873171_1,5,4182,3083,1,13666,17937
NODE_47187_length_260_cov_1.853659_1,10,23917,7371,32,15402,26859
NODE_47390_length_260_cov_0.936585_1,0,2004,707,0,1551,1685
NODE_47691_length_260_cov_0.926829_1,0,0,2,0,0,0
NODE_47860_length_259_cov_535.112745_1,48,0,0,28,0,0
NODE_47861_length_259_cov_463.107843_1,689,0,0,190,2,0
NODE_47863_length_259_cov_272.887255_1,46,0,0,16,0,0
NODE_47868_length_259_cov_115.799020_1,35,0,0,25,0,6
NODE_47870_length_259_cov_80.029412_1,64,0,0,40,2,2
NODE_47877_length_259_cov_18.759804_1,62,8,24,53,23,9
NODE_47938_length_259_cov_2.803922_1,3,1956,1143,0,3380,3798
NODE_47962_length_259_cov_2.348039_1,0,213,55,0,250,383
NODE_48221_length_259_cov_1.240196_1,0,142,34,0,219,235
NODE_48237_length_259_cov_1.127451_1,0,78,68,0,94,147
NODE_48341_length_259_cov_0.941176_1,0,169,40,0,152,167
NODE_48842_length_258_cov_1013.847291_1,748,0,0,477,4,0
NODE_48843_length_258_cov_885.418719_1,257,0,0,431,0,0
NODE_48844_length_258_cov_599.694581_1,14403,118,18,24615,212,392
NODE_48847_length_258_cov_273.832512_1,36,0,0,42,0,0
NODE_48855_length_258_cov_96.068966_1,19,0,0,10,0,6
NODE_48857_length_258_cov_65.443350_1,29,20,54,36,102,122
NODE_48866_length_258_cov_32.876847_1,171,6,0,97,0,0
NODE_48957_length_258_cov_2.344828_1,0,30,26,0,83,73
NODE_48966_length_258_cov_2.201970_1,8,10357,3756,14,14463,13127
NODE_49153_length_258_cov_1.408867_1,13,30108,13176,95,40647,42147
NODE_49815_length_257_cov_586.089109_1,3174,434,76,693,66,171
NODE_49816_length_257_cov_389.267327_1,276,143,32,75,19,15
NODE_49817_length_257_cov_306.579208_1,187,1,1,77,0,0
NODE_49822_length_257_cov_85.896040_1,26,0,0,16,0,0
NODE_49823_length_257_cov_84.514851_1,55,4,0,117,5,3
NODE_49827_length_257_cov_66.712871_1,32,0,0,0,0,0
NODE_49890_length_257_cov_2.806931_1,1,732,372,0,965,1070
NODE_50022_length_257_cov_1.886139_1,7,3401,1486,5,8813,13049
NODE_50815_length_256_cov_261.019900_1,1055,37,12,1041,6,73
NODE_50816_length_256_cov_246.497512_1,2344,0,0,2638,0,0
NODE_50855_length_256_cov_3.338308_1,0,44,9,0,66,69
NODE_50856_length_256_cov_3.338308_1,0,135,47,0,142,171
NODE_50876_length_256_cov_2.850746_1,0,89,32,0,162,129
NODE_50896_length_256_cov_2.388060_1,0,233,98,0,348,361
NODE_50905_length_256_cov_2.368159_1,0,316,97,0,256,394
NODE_50987_length_256_cov_1.900498_1,0,154,46,0,175,166
NODE_51023_length_256_cov_1.895522_1,0,439,130,0,528,629
NODE_51043_length_256_cov_1.885572_1,0,29,2,0,54,117
NODE_51068_length_256_cov_1.706468_1,0,41,18,0,108,128
NODE_51100_length_256_cov_1.432836_1,2,791,338,2,953,1363
NODE_51253_length_256_cov_0.955224_1,0,3,3,0,20,5
NODE_51281_length_256_cov_0.955224_1,0,124,38,0,260,351
NODE_51842_length_255_cov_387.310000_1,145,12,10,74,0,2
NODE_51843_length_255_cov_225.040000_1,25,16,0,30,10,0
NODE_51845_length_255_cov_166.835000_1,36,0,0,0,0,0
NODE_51846_length_255_cov_164.730000_1,512,24,0,248,10,53
NODE_51849_length_255_cov_145.795000_1,12,0,0,12,0,2
NODE_51855_length_255_cov_84.975000_1,10,22,26,16,17,23
NODE_51859_length_255_cov_33.000000_1,99,61,16,32,38,21
NODE_51907_length_255_cov_2.875000_1,2,393,153,0,228,218
NODE_51935_length_255_cov_2.370000_1,0,244,46,0,463,557
NODE_51956_length_255_cov_2.015000_1,0,213,80,0,309,585
NODE_52001_length_255_cov_1.915000_1,2,5997,2765,2,6504,7269
NODE_52143_length_255_cov_1.440000_1,0,60,14,0,109,112
NODE_52178_length_255_cov_1.410000_1,6,110,47,0,116,116
NODE_52883_length_254_cov_248.984925_1,16,0,0,9,0,0
NODE_52886_length_254_cov_150.668342_1,172,2,0,24,4,6
NODE_52887_length_254_cov_148.613065_1,608,0,0,86,2,0
NODE_52922_length_254_cov_3.201005_1,2,1415,747,0,1967,2078
NODE_52928_length_254_cov_2.894472_1,3,311,187,0,324,83
NODE_52950_length_254_cov_2.437186_1,3,0,0,0,0,0
NODE_52955_length_254_cov_2.386935_1,2,5192,1360,0,4068,6262
NODE_53038_length_254_cov_1.919598_1,0,153,57,0,178,310
NODE_53096_length_254_cov_1.698492_1,0,751,231,0,881,1353
NODE_53102_length_254_cov_1.668342_1,1,3678,1645,0,4555,5398
NODE_53104_length_254_cov_1.663317_1,0,52,11,0,89,105
NODE_53332_length_254_cov_0.964824_1,0,211,111,0,300,411
NODE_53356_length_254_cov_0.964824_1,0,78,12,0,72,38
NODE_53563_length_254_cov_0.959799_1,0,8,13,0,42,45
NODE_53925_length_253_cov_1512.909091_1,820,0,0,689,0,0
NODE_53926_length_253_cov_341.151515_1,397,2,0,132,10,4
NODE_53927_length_253_cov_174.939394_1,55,0,0,36,10,0
NODE_53954_length_253_cov_5.227273_1,2,104,52,0,192,161
NODE_53975_length_253_cov_3.323232_1,0,262,222,0,417,416
NODE_54017_length_253_cov_2.409091_1,2,931,286,0,459,479
NODE_54097_length_253_cov_1.929293_1,0,10,4,0,15,14
NODE_54194_length_253_cov_1.454545_1,0,258,113,0,244,180
NODE_54215_length_253_cov_1.404040_1,0,38,60,0,76,74
NODE_54884_length_252_cov_372.147208_1,34,0,0,22,0,0
NODE_54885_length_252_cov_253.873096_1,231,8,12,123,4,8
NODE_54892_length_252_cov_90.203046_1,51,0,0,18,0,0
NODE_54902_length_252_cov_20.812183_1,42,0,0,120,0,0
NODE_54954_length_252_cov_2.847716_1,0,517,209,0,904,834
NODE_54960_length_252_cov_2.507614_1,0,218,18,0,262,143
NODE_54983_length_252_cov_2.096447_1,0,1313,896,0,1790,1714
NODE_55011_length_252_cov_1.949239_1,0,265,96,0,249,329
NODE_55024_length_252_cov_1.949239_1,1,761,258,0,1150,1578
NODE_55159_length_252_cov_1.446701_1,0,51,6,0,27,36
NODE_55199_length_252_cov_1.223350_1,0,102,68,0,219,171
NODE_55273_length_252_cov_0.974619_1,0,30,6,0,36,42
NODE_55811_length_251_cov_537.285714_1,123,0,0,131,0,0
NODE_55815_length_251_cov_112.408163_1,174,0,0,80,0,0
NODE_55858_length_251_cov_2.938776_1,0,75,13,0,70,127
NODE_56688_length_250_cov_8171.025641_1,2096,0,0,1300,0,0
NODE_56690_length_250_cov_1105.107692_1,316,0,0,201,0,0
NODE_56692_length_250_cov_142.584615_1,80,44,108,21,76,82
NODE_56722_length_250_cov_4.784615_1,1,0,0,4,0,0
NODE_56874_length_250_cov_1.902564_1,0,82,37,0,159,228
NODE_56923_length_250_cov_1.543590_1,0,375,122,0,665,363
NODE_56959_length_250_cov_1.425641_1,0,394,131,0,591,883
NODE_57007_length_250_cov_1.210256_1,0,603,306,0,616,324
NODE_57444_length_250_cov_0.974359_1,1,2830,961,0,2019,1722
NODE_57469_length_250_cov_0.969231_1,0,125,154,0,156,200
NODE_57637_length_249_cov_2187.737113_1,1327,0,0,662,0,0
NODE_57638_length_249_cov_1050.762887_1,349,0,0,306,0,0
NODE_57639_length_249_cov_937.345361_1,102,0,0,57,0,0
NODE_57640_length_249_cov_364.546392_1,442,0,0,203,0,0
NODE_57641_length_249_cov_231.268041_1,156,0,0,68,0,0
NODE_57642_length_249_cov_220.649485_1,40,0,2,16,0,2
NODE_57644_length_249_cov_110.675258_1,1825,10,8,566,12,16
NODE_57657_length_249_cov_39.567010_1,94,6,4,85,0,0
NODE_57660_length_249_cov_28.237113_1,10,4,2,0,19,0
NODE_57721_length_249_cov_2.458763_1,0,999,283,0,759,1378
NODE_57831_length_249_cov_1.948454_1,0,79,29,0,152,184
NODE_57928_length_249_cov_1.412371_1,10,51774,17312,5,34390,30908
NODE_58552_length_248_cov_616.393782_1,171,0,16,197,16,28
NODE_58553_length_248_cov_601.585492_1,10135,147,42,2408,92,156
NODE_58556_length_248_cov_124.233161_1,73,14,8,28,9,18
NODE_58559_length_248_cov_82.067358_1,484,0,0,81,0,0
NODE_58560_length_248_cov_79.678756_1,192,38,10,111,18,26
NODE_58578_length_248_cov_8.715026_1,53,45,12,17,5,5
NODE_58714_length_248_cov_1.984456_1,0,35,16,0,41,38
NODE_58784_length_248_cov_1.803109_1,0,2,19,0,14,20
NODE_58866_length_248_cov_1.290155_1,1,1562,557,0,1819,1119
NODE_58932_length_248_cov_0.994819_1,0,185,50,0,63,129
NODE_59481_length_247_cov_728.588542_1,678,18,2,569,14,42
NODE_59484_length_247_cov_80.791667_1,895,0,0,357,0,0
NODE_59528_length_247_cov_2.994792_1,0,93,18,0,186,283
NODE_59529_length_247_cov_2.989583_1,0,1897,481,2,1620,2459
NODE_60506_length_246_cov_3100.246073_1,588,0,0,486,0,0
NODE_60507_length_246_cov_454.633508_1,12,0,0,12,0,0
NODE_60518_length_246_cov_80.486911_1,25,0,4,4,4,4
NODE_60553_length_246_cov_5.026178_1,0,1156,352,0,903,1038
NODE_60566_length_246_cov_3.366492_1,2,179,37,0,272,304
NODE_60659_length_246_cov_2.000000_1,2,326,121,0,498,424
NODE_60923_length_246_cov_1.005236_1,0,1508,420,1,2136,2925
NODE_61172_length_246_cov_1.000000_1,2,212,115,0,246,256
NODE_61184_length_246_cov_1.000000_1,4,1170,182,0,1597,2020
NODE_61283_length_246_cov_1.000000_1,2,573,166,2,933,1738
NODE_61633_length_245_cov_563.768421_1,10,0,0,2,0,0
NODE_61635_length_245_cov_362.421053_1,369,0,0,185,7,2
NODE_61636_length_245_cov_326.510526_1,1849,0,0,2930,12,2
NODE_61640_length_245_cov_138.694737_1,293,0,0,33,2,18
NODE_61641_length_245_cov_133.310526_1,0,0,0,0,2,0
NODE_61643_length_245_cov_96.168421_1,3,0,0,0,0,4
NODE_61643_length_245_cov_96.168421_2,3,0,0,0,1,4
NODE_61740_length_245_cov_2.021053_1,0,43,9,0,80,29
NODE_61771_length_245_cov_2.021053_1,0,19,0,0,58,104
NODE_61908_length_245_cov_1.515789_1,0,375,114,0,349,397
NODE_61910_length_245_cov_1.515789_1,0,0,0,0,5,5
NODE_61988_length_245_cov_1.194737_1,0,185,87,0,478,607
NODE_62305_length_245_cov_1.005263_1,0,481,268,0,492,746
NODE_62589_length_245_cov_1.000000_1,2,870,387,0,876,955
NODE_62595_length_245_cov_1.000000_1,85,209283,110171,97,236196,191458
NODE_62793_length_244_cov_293.629630_1,14,0,0,10,0,0
NODE_62794_length_244_cov_252.804233_1,40,0,0,22,0,0
NODE_62796_length_244_cov_210.042328_1,14,62,0,24,36,20
NODE_62799_length_244_cov_115.195767_1,237,0,0,283,2,0
NODE_62802_length_244_cov_86.560847_1,660,0,0,262,4,2
NODE_62805_length_244_cov_67.232804_1,317,11,4,20,18,81
NODE_62806_length_244_cov_64.693122_1,11,0,0,8,0,6
NODE_63258_length_244_cov_1.015873_1,0,111,10,0,104,105
NODE_63291_length_244_cov_1.015873_1,0,1087,252,0,873,460
NODE_63316_length_244_cov_1.015873_1,0,11,8,0,38,34
NODE_63599_length_244_cov_1.010582_1,0,110,40,0,162,227
NODE_63660_length_244_cov_1.005291_1,2,122,19,0,192,136
NODE_63843_length_244_cov_0.941799_1,1,4,1,1,0,0
NODE_63883_length_244_cov_0.899471_1,0,127,30,0,218,203
NODE_63947_length_243_cov_161.005319_1,342,0,0,203,0,0
NODE_63952_length_243_cov_88.750000_1,78,26,18,32,28,4
NODE_63958_length_243_cov_72.281915_1,57,3,2,24,12,10
NODE_63961_length_243_cov_39.335106_1,124,0,0,40,2,2
NODE_63969_length_243_cov_13.260638_1,30,0,0,23,0,4
NODE_64016_length_243_cov_2.553191_1,10,239,100,0,532,790
NODE_64254_length_243_cov_1.398936_1,0,467,154,0,497,358
NODE_64395_length_243_cov_1.021277_1,5,7210,2637,0,6497,8017
NODE_65108_length_242_cov_2806.973262_1,1627,0,0,1067,0,0
NODE_65112_length_242_cov_257.647059_1,41,4,0,30,10,0
NODE_65113_length_242_cov_192.224599_1,183,2,2,152,0,32
NODE_65115_length_242_cov_64.941176_1,74,0,0,64,0,14
NODE_65349_length_242_cov_1.540107_1,0,528,97,0,1047,1869
NODE_65357_length_242_cov_1.534759_1,4,5718,2972,10,7151,8235
NODE_65369_length_242_cov_1.524064_1,0,329,178,2,614,534
NODE_65410_length_242_cov_1.229947_1,0,22,12,0,63,75
NODE_65700_length_242_cov_1.026738_1,2,0,0,0,0,4
NODE_66260_length_241_cov_293.537634_1,58,0,0,30,0,0
NODE_66262_length_241_cov_206.655914_1,98,5,12,20,42,20
NODE_66264_length_241_cov_176.247312_1,417,46,16,105,43,4
NODE_66272_length_241_cov_76.591398_1,191,0,4,124,4,4
NODE_66273_length_241_cov_67.682796_1,37,0,0,0,0,2
NODE_66279_length_241_cov_34.634409_1,147,0,0,42,0,6
NODE_66297_length_241_cov_7.236559_1,69,2,4,0,0,4
NODE_66342_length_241_cov_2.580645_1,0,138,51,10,141,180
NODE_66533_length_241_cov_1.532258_1,0,421,145,0,140,160
NODE_66570_length_241_cov_1.360215_1,4,2430,1082,3,4144,6860
NODE_67344_length_240_cov_1335.194595_1,3891,0,0,1616,3,2
NODE_67344_length_240_cov_1335.194595_2,3083,0,0,1322,3,1
NODE_67345_length_240_cov_1297.702703_1,2,0,0,12,0,0
NODE_67346_length_240_cov_460.762162_1,320383,70407,34388,500081,61040,110251
NODE_67349_length_240_cov_243.302703_1,589,0,0,562,0,44
NODE_67360_length_240_cov_29.021622_1,52,0,0,7,4,5
NODE_67401_length_240_cov_4.129730_1,0,375,128,0,470,606
NODE_67428_length_240_cov_2.594595_1,0,70,48,0,107,124
NODE_67433_length_240_cov_2.567568_1,0,236,83,0,187,195
NODE_67507_length_240_cov_2.064865_1,0,372,154,0,206,325
NODE_67521_length_240_cov_2.059459_1,0,188,53,0,123,151
NODE_67544_length_240_cov_1.978378_1,0,311,257,0,290,431
NODE_67603_length_240_cov_1.556757_1,0,135,32,0,209,198
NODE_67619_length_240_cov_1.540541_1,0,107,50,0,228,266
NODE_68417_length_239_cov_248.728261_1,838,0,0,188,0,0
NODE_68418_length_239_cov_233.195652_1,273,10,14,134,29,23
NODE_68419_length_239_cov_226.298913_1,417,0,0,49,0,4
NODE_68420_length_239_cov_203.603261_1,2,0,0,14,0,0
NODE_68426_length_239_cov_97.021739_1,488,38,2,94,33,67
NODE_68428_length_239_cov_76.635870_1,130,45,0,40,22,35
NODE_68434_length_239_cov_54.929348_1,76,38,4,40,2,9
NODE_68561_length_239_cov_2.081522_1,0,1056,527,0,1556,1385
NODE_68584_length_239_cov_2.076087_1,2,1302,506,0,1029,1180
NODE_68656_length_239_cov_1.570652_1,0,277,119,0,309,280
NODE_68727_length_239_cov_1.342391_1,0,152,54,0,260,260
NODE_69016_length_239_cov_1.043478_1,3,5547,1261,0,2277,2619
NODE_69096_length_239_cov_1.038043_1,2,925,412,0,1379,1433
NODE_69313_length_239_cov_1.027174_1,0,18,10,0,60,37
NODE_69371_length_239_cov_0.994565_1,0,1032,427,0,936,1767
NODE_69493_length_238_cov_275.874317_1,155,0,0,125,0,0
NODE_69494_length_238_cov_257.267760_1,1935,0,0,2875,0,0
NODE_69495_length_238_cov_234.404372_1,59,4,0,90,0,0
NODE_69496_length_238_cov_206.961749_1,10,0,0,2,0,0
NODE_69497_length_238_cov_185.912568_1,94,8,4,32,0,0
NODE_69501_length_238_cov_139.153005_1,31,0,0,28,0,0
NODE_69502_length_238_cov_135.573770_1,11,0,0,2,0,0
NODE_69504_length_238_cov_90.453552_1,365,18,0,97,16,61
NODE_69505_length_238_cov_69.584699_1,24,4,0,10,2,12
NODE_69573_length_238_cov_2.622951_1,0,31,6,0,9,21
NODE_69577_length_238_cov_2.590164_1,2,3214,873,2,2701,2932
NODE_69577_length_238_cov_2.590164_2,11,4297,1185,2,3946,4384
NODE_69637_length_238_cov_2.098361_1,0,126,31,0,192,206
NODE_69749_length_238_cov_1.573770_1,0,162,36,0,124,157
NODE_69767_length_238_cov_1.562842_1,0,141,79,0,224,150
NODE_69818_length_238_cov_1.322404_1,0,491,262,0,344,198
NODE_69972_length_238_cov_1.049180_1,0,174,47,0,279,217
NODE_70472_length_238_cov_0.918033_1,0,10,4,0,12,8
NODE_70536_length_237_cov_943.708791_1,183,0,0,99,0,0
NODE_70542_length_237_cov_266.472527_1,30,0,0,0,0,0
NODE_70545_length_237_cov_205.928571_1,131,14,0,123,58,10
NODE_70590_length_237_cov_3.164835_1,0,436,253,0,715,829
NODE_70619_length_237_cov_2.637363_1,0,770,367,0,883,953
NODE_70727_length_237_cov_2.076923_1,0,240,150,0,1045,2271
NODE_70727_length_237_cov_2.076923_2,0,549,324,0,1634,2374
NODE_70754_length_237_cov_1.818681_1,0,441,186,0,642,683
NODE_70755_length_237_cov_1.813187_1,0,164,53,0,88,56
NODE_70767_length_237_cov_1.719780_1,4,3,4,0,2,16
NODE_70770_length_237_cov_1.686813_1,0,384,237,0,743,543
NODE_70932_length_237_cov_1.054945_1,2,3151,1349,0,1993,3026
NODE_71023_length_237_cov_1.054945_1,0,44,6,11,143,171
NODE_71290_length_237_cov_1.049451_1,0,98,36,0,152,223
NODE_71376_length_237_cov_1.043956_1,17,433,105,0,528,671
NODE_71610_length_236_cov_1482.104972_1,2119,0,16,1829,6,18
NODE_71611_length_236_cov_405.928177_1,1452,0,28,2007,16,6
NODE_71613_length_236_cov_260.314917_1,124,8,2,72,0,0
NODE_71625_length_236_cov_39.060773_1,21,0,0,52,0,0
NODE_71688_length_236_cov_2.646409_1,0,227,129,0,259,468
NODE_71733_length_236_cov_2.121547_1,5,0,0,7,0,0
NODE_71776_length_236_cov_2.099448_1,0,1840,710,0,3787,5048
NODE_71785_length_236_cov_2.099448_1,0,1809,783,0,2246,2248
NODE_71849_length_236_cov_1.591160_1,0,100,70,0,307,272
NODE_71852_length_236_cov_1.591160_1,0,1279,550,0,872,1405
NODE_71899_length_236_cov_1.497238_1,2,378,158,0,1287,2813
NODE_72269_length_236_cov_1.055249_1,1,435,201,0,869,888
NODE_72322_length_236_cov_1.055249_1,0,152,60,0,136,369
NODE_72504_length_236_cov_1.049724_1,0,797,260,0,553,620
NODE_72665_length_236_cov_0.928177_1,0,647,238,0,478,477
NODE_72735_length_235_cov_2948.288889_1,3315,0,0,3013,0,2
NODE_72736_length_235_cov_934.700000_1,28,4,0,20,2,0
NODE_72740_length_235_cov_144.150000_1,73,0,0,46,0,0
NODE_72821_length_235_cov_2.494444_1,1,979,271,8,1213,1655
NODE_72827_length_235_cov_2.277778_1,0,53,24,0,73,84
NODE_72894_length_235_cov_2.122222_1,0,152,49,0,53,77
NODE_72964_length_235_cov_1.600000_1,0,10,4,0,4,14
NODE_72966_length_235_cov_1.600000_1,0,39,8,0,43,31
NODE_72982_length_235_cov_1.594444_1,0,68,13,0,105,173
NODE_73908_length_234_cov_2549.061453_1,3070,0,0,2912,0,0
NODE_73909_length_234_cov_487.150838_1,757,0,0,287,0,0
NODE_73913_length_234_cov_290.234637_1,57,0,0,80,0,0
NODE_73920_length_234_cov_130.994413_1,2123,0,0,2888,2,4
NODE_73921_length_234_cov_89.424581_1,85,0,0,40,0,0
NODE_73922_length_234_cov_85.268156_1,7,20,0,4,0,6
NODE_73924_length_234_cov_64.910615_1,5,0,0,0,4,0
NODE_74019_length_234_cov_2.178771_1,0,57,0,0,76,137
NODE_74049_length_234_cov_2.145251_1,0,8,0,0,24,13
NODE_74058_length_234_cov_2.145251_1,0,432,131,0,175,340
NODE_74136_length_234_cov_2.000000_1,8,98,26,0,66,164
NODE_74185_length_234_cov_1.603352_1,2,1276,480,12,1797,1902
NODE_75057_length_233_cov_419.584270_1,584,4,0,160,0,0
NODE_75061_length_233_cov_304.050562_1,68,24,2,88,40,20
NODE_75062_length_233_cov_248.005618_1,129,12,0,32,4,18
NODE_75240_length_233_cov_2.140449_1,0,131,66,0,381,860
NODE_75272_length_233_cov_2.050562_1,0,1168,718,0,1652,1673
NODE_75318_length_233_cov_1.617978_1,0,1888,914,2,2195,2415
NODE_75324_length_233_cov_1.617978_1,0,152,47,0,58,74
NODE_75535_length_233_cov_1.078652_1,0,196,74,0,409,663
NODE_76064_length_233_cov_1.005618_1,0,256,176,0,211,366
NODE_76192_length_232_cov_3377.841808_1,552,2,0,525,0,0
NODE_76194_length_232_cov_389.525424_1,377,5,4,303,3,4
NODE_76196_length_232_cov_227.011299_1,32,0,0,18,0,0
NODE_76199_length_232_cov_49.079096_1,41,0,0,0,0,0
NODE_76214_length_232_cov_18.039548_1,34,0,0,23,0,0
NODE_76264_length_232_cov_3.124294_1,0,435,277,0,803,881
NODE_76295_length_232_cov_2.559322_1,12,864,149,0,743,1597
NODE_76386_length_232_cov_2.146893_1,2,4223,1662,1,8277,7746
NODE_76455_length_232_cov_1.621469_1,0,253,83,0,290,283
NODE_76481_length_232_cov_1.519774_1,0,46,26,0,47,52
NODE_77078_length_232_cov_1.073446_1,0,529,154,0,747,1019
NODE_77078_length_232_cov_1.073446_2,0,356,100,0,562,723
NODE_77163_length_232_cov_1.062147_1,0,6,7,0,60,33
NODE_77351_length_231_cov_49.471591_1,56,8,0,34,6,8
NODE_77362_length_231_cov_17.602273_1,136,10,4,156,30,137
NODE_77388_length_231_cov_3.801136_1,0,78,70,0,212,206
NODE_77427_length_231_cov_2.590909_1,0,414,91,0,511,517
NODE_77518_length_231_cov_2.170455_1,0,947,296,0,1254,1662
NODE_77591_length_231_cov_1.636364_1,0,1188,413,0,723,716
NODE_78405_length_230_cov_449.422857_1,916,0,0,437,0,2
NODE_78406_length_230_cov_238.497143_1,987,4,0,763,10,0
NODE_78408_length_230_cov_201.205714_1,4,0,0,0,0,10
NODE_78410_length_230_cov_134.891429_1,27,13,4,23,18,2
NODE_78411_length_230_cov_129.965714_1,12,20,0,40,14,12
NODE_78412_length_230_cov_120.662857_1,169,20,4,145,6,18
NODE_78413_length_230_cov_111.108571_1,32,17,2,42,2,0
NODE_78422_length_230_cov_48.977143_1,77,0,0,34,0,1
NODE_78431_length_230_cov_24.228571_1,5,6,0,10,19,2
NODE_78488_length_230_cov_2.702857_1,0,251,80,0,586,472
NODE_78634_length_230_cov_1.640000_1,0,2686,851,0,2592,4235
NODE_78643_length_230_cov_1.634286_1,0,560,103,20,469,803
NODE_78724_length_230_cov_1.142857_1,0,611,465,0,633,768
NODE_78762_length_230_cov_1.097143_1,0,2,0,0,0,0
NODE_78762_length_230_cov_1.097143_2,0,10,0,0,6,16
NODE_78771_length_230_cov_1.097143_1,0,949,617,16,1062,1482
NODE_78886_length_230_cov_1.097143_1,0,3421,1066,0,2449,2089
NODE_79123_length_230_cov_1.085714_1,0,0,0,0,6,0
NODE_79224_length_230_cov_1.074286_1,0,570,197,0,521,769
NODE_79411_length_229_cov_3132.402299_1,1405470,430,86,2014027,298,519
NODE_79412_length_229_cov_1008.775862_1,271,0,0,357,0,0
NODE_79415_length_229_cov_344.287356_1,201,8,0,113,0,0
NODE_79417_length_229_cov_315.494253_1,18,0,0,12,0,0
NODE_79418_length_229_cov_241.678161_1,544,0,0,97,12,4
NODE_79419_length_229_cov_138.344828_1,123,0,0,235,0,0
NODE_79639_length_229_cov_1.655172_1,0,84,38,0,67,66
NODE_79640_length_229_cov_1.655172_1,0,1088,421,0,1777,2566
NODE_79665_length_229_cov_1.632184_1,0,1216,607,0,783,1056
NODE_80279_length_229_cov_1.045977_1,0,443,124,0,712,755
NODE_80317_length_229_cov_1.011494_1,0,1808,545,0,2059,1864
NODE_80422_length_228_cov_1409.011561_1,471,0,0,256,0,0
NODE_80428_length_228_cov_164.138728_1,2,0,4,22,0,4
NODE_80429_length_228_cov_147.976879_1,351,0,0,375,2,8
NODE_80486_length_228_cov_3.294798_1,0,203,94,0,132,138
